"RBD","NOMBRE_ESTA","DEPENDENCIA","SOSTENEDOR","REGION","COMUNA","DIRECCION","TELEFONO","E-MAIL","Discapacidad Auditiva","Discapacidad Intelectual","Discapacidad Visual","Trastornos Específicos del Lenguaje","Trastornos Motores","Autismo","Graves Alteraciones en la Capacidad de Relación y Comunicación"
16889,"ESCUELA ESPECIAL N° 2445 PAPELUCHO","Particular Subvencionado","Sociedad Educacional Papelucho S.A.",13,"CONCHALÍ","AVDA.DIEGO SILVA N° 1639","2 - 73423376","papelucholenguaje@hotmail.com","no","no","no","si","no","no","no"
16893,"ESCUELA ESPECIAL N°2443 ARCOIRIS","Particular Subvencionado","Corporacion Educacional Schmidt Hosoi",13,"LA PINTANA","LOS MANZANOS N° 2812","2 - 27803578","escueladelenguajearcoiris@hotmail.com","no","no","no","si","no","no","no"
16894,"ESCUELA ESPECIAL N°204 ANGEL MIGUEL","Particular Subvencionado","Corporacion Educacional Angel Miguel",13,"SAN BERNARDO","O´HIGGINS N° 770","2 - 28846024","romic.moscoso@gmail.com","no","no","no","si","no","no","no"
16899,"ESCUELA ESPECIAL DE LENGUAJE AMAPOLA","Particular Subvencionado","Sociedad Educacional Amapola Ltda.",8,"LOS ÁNGELES","AVDA.CHILE LINDO 580, VILLA GENESIS","43 - 2531240","esc.amapola@gmail.com","no","no","no","si","no","no","no"
16900,"ESCUELA ESPECIAL DE LENGUAJE MONTEACAY","Particular Subvencionado","Corporacion Educacional Monteacay De Concon",5,"CONCÓN","AVDA. MAGALLANES  N° 822, POBLACION ENAP","32 - 3205318","monteacay@gmail.com","no","no","no","si","no","no","no"
16901,"ESCUELA ESPECIAL DE LENGUAJE RUCAHUE","Particular Subvencionado","Lidia Veronica Smith Campos Servicios Educacionales E.I.R.L.",8,"TALCAHUANO","BALMACEDA N° 463 - SECTOR ARENAL","41 - 2155762","escuelarucahue@gmail.com","no","no","no","si","no","no","no"
16902,"ESCUELA ESPECIAL DE LENGUAJE MI CASTILLO","Particular Subvencionado","Sociedad Educacional Mi Castillo Ltda.",8,"CONCEPCIÓN","PASAJE AINAVILLO N° 1811","41 - 2211945","micastillo.escueladelenguaje@gmail.com","no","no","no","si","no","no","no"
16904,"ESCUELA ESPECIAL N° 2447 `ESTRELLITAS  DE SAN JOSÉ`","Particular Subvencionado","Sociedad Educacional Estrellitas De San Jose Spa",13,"LA FLORIDA","CALLE MARIA INES N° 10214","2 - 22822293","contactosanamente@gmail.com","no","no","no","si","no","no","no"
16905,"ESC.ESP.DE LENGUAJE Y COMUNICACIÓN `MUNDO FELIZ`","Particular Subvencionado","Sociedad Educacional Yecace Ltda.",13,"PEÑALOLÉN","QUEBRADA DEL SALADO N° 1004","2 - 2793639","escuelalenguajemundofeliz@gmail.com","no","no","no","si","no","no","no"
16908,"ESCUELA ESPECIAL DE LENGUAJE MATEITOS","Particular Subvencionado","Esteban Andres Moyano Flores Servicios Educ.E.Ir.L.",4,"OVALLE","PEDRO MONTT N° 428","5 - 2592097","elenguajemateitos@gmail.com","no","no","no","si","no","no","no"
16909,"ESCUELA ESPECIAL TEMAIKEN","Particular Subvencionado","Corporacion Educacional Temaiken",6,"GRANEROS","MIRAFLORES N° 68","72 - 2601079","escuelaespecialtemaiken@gmail.com","no","si","no","no","no","no","no"
16911,"ESCUELA ESPECIAL DE LENGUAJE PEQUEÑAS PALABRAS","Particular Subvencionado","Sociedad Educacional Rodrigal Limitada",8,"NACIMIENTO","AVDA. JULIO HEMMELMANN N° 1026","43 - 2578718","escueladelenguajepequenaspalabras@hotmail.com","no","no","no","si","no","no","no"
16912,"ESCUELA ESPECIAL DE LENGUAJE AQUALUNA","Particular Subvencionado","Sociedad Educacional Alvarez Y Cia. Ltda.",4,"LA SERENA","AVENIDA 18 DE SEPTIEMBRE VILLA LA FLORIDA N° 4410","51 - 2270976","escuela.lenguaje.aqualuna@hotmail.com","no","no","no","si","no","no","no"
16913,"ESCUELA ESPECIAL PADRE PIO","Particular Subvencionado","Sociedad Educacional Dayca Limitada",4,"COQUIMBO","FUNDACION LOTEO 112 TONGOY N° 156","2 - 549909","escuela.tongoy@gmail.com","no","si","no","no","no","no","no"
16914,"ESCUELA ESPECIAL SAN JOSE","Particular Subvencionado","Sociedad Educacional San Jose Ltda.",5,"VILLA ALEMANA","AVENIDA PRIMERA N° 329","32 - 2955581","colegio.integralsanjose@gmail.com","no","si","no","no","no","no","no"
16916,"ESCUELA ESPECIAL DEL LENGUAJE ARBOLITO","Particular Subvencionado","Sociedad Educacional Topan  Limitada.",4,"LA SERENA","CALLE BARI LOTEO SANTA MARGARITA DEL MAR III N° 571","51 - 489190","escueladelenguajearbolito14@gmail.com","no","no","no","si","no","no","no"
16918,"ESCUELA ESPECIAL DE LENGUAJE HIJOS DEL REY","Particular Subvencionado","Sociedad Educacional Hijos Del Rey Limitada",8,"SAN PEDRO DE LA PAZ","LOS COPIHUES N° 535","41 - 2199922","escuelalenguaje.hijosdelrey@gmail.com","no","no","no","si","no","no","no"
16921,"ESCUELA ESPECIAL N°234 `LAS FLORES`","Particular Subvencionado","Corporacion Educacional Los Valles Pudahuel.",13,"PUDAHUEL","AVENIDA LAS FLORES N° 997","2 - 26013897","lasfloresel@gmail.com","no","no","no","si","no","no","no"
16924,"COLEGIO BELLO HORIZONTE","Particular Subvencionado","Colegio Bello Horizonte Corporación Educacional",5,"QUILPUÉ","INFANTE N° 196","32 - 2916233","colegiobellohorizonte@gmail.com","no","si","no","no","no","no","si"
16925,"ESCUELA ESPECIAL DE LENGUAJE MI CASTILLO FELIZ","Particular Subvencionado","Sociedad Educacional Hadi Limitada",8,"SAN NICOLÁS","BALMACEDA N° 457","42 - 2875514","escueladelenguajesannicolas@gmail.com","no","no","no","si","no","no","no"
16926,"ESCUELA ESPECIAL DE LENGUAJE PINARES Y ESCUELA BÁSICA PINARES","Particular Subvencionado","Sociedad Gustavo Faundez Y Compañia Ltda.",8,"YUNGAY","CAMPANARIO LOS AMORES N° 293","41 - 2941171","esc.pinares@gmail.com","no","no","no","si","no","no","no"
16928,"ESCUELA ESPECIAL DE LENGUAJE EL DESPERTAR","Particular Subvencionado","Sociedad Educacional Melo E Hijos Ltda.",2,"ANTOFAGASTA","QUITO N° 758","55 - 2824260","eldespertar758@gmail.com","no","no","no","si","no","no","no"
16933,"ESCUELA ESPECIAL DE LENGUAJE DESCUBRE PALABRAS","Particular Subvencionado","Empresa Maricela Ortiz Godoy Servicios Educacionales E.I.R.L.",8,"CHIGUAYANTE","COQUIMBO N° 681","41 - 2134997","maricela.ortiz.godoy@gmail.com","no","no","no","si","no","no","no"
16936,"ESCUELA ESPECIAL DE LENGUAJE DORA","Particular Subvencionado","Servicios Educacionales Dora Limitada",10,"RÍO NEGRO","BALMACEDA N° 651","64 - 2361700","escueladelenguajedora@gmail.com","no","no","no","si","no","no","no"
16937,"ESCUELA ESPECIAL DE LENGUAJE SAN SEBASTIAN","Particular Subvencionado","Sociedad Educacional Altamirano Bergonzo Ltda.",8,"HUALPÉN","TRANCURA. PARQUE RESIDENCIAL BIOBIO N° 9219","41 - 2137314","educacionalsansebastian@gmail.com","no","no","no","si","no","no","no"
16938,"ESCUELA ESPECIAL DE LENGUAJE RAYUN","Particular Subvencionado","Sociedad Educacional Innovaeduca Limitada",8,"CHILLÁN","AVDA. LOS PUELCHES N° 54","42 - 2229788","escuelalenguajerayun@gmail.com","no","no","no","si","no","no","no"
16946,"ESCUELA  ESPECIAL N° 2449,  `DE LA  MERCED`","Particular Subvencionado","Sociedad Educacional  De La  Merced Limitada",13,"SANTIAGO","ROSAS N° 2867","2 - 26813104","vaniacohen@gmail.com","no","no","no","si","no","no","no"
16947,"ESCUELA ESPECIAL DE LENGUAJE MI PEQUEÑO GRAN MUNDO","Particular Subvencionado","Servicios Educacionales Mi Pequeño Gran Mundo Limitada",10,"FRESIA","LOS CARRERA N° 507, POBLACION BUSTAMANTE","9 - 87766199","escueladelenguajegranmundo@gmail.com","no","no","no","si","no","no","no"
16949,"ESCUELA ESPECIAL DE LENGUAJE NAHUEN","Particular Subvencionado","Sociedad Educacional Saba-Yunge Limitada",10,"PUERTO MONTT","FARO EVANGELISTA 1209, ALTOS DE TENGLO","65 - 2365655","escuela.nahuen@gmail.com","no","no","no","si","no","no","no"
16952,"ESCUELA ESPECIAL DE DISCAPACIDAD INTELECTUAL CORAZON DE JESUS","Particular Subvencionado","Corporación Educacional Jurima",9,"TEMUCO","FRANCISCO POBLETE N° 970","45 - 2347933","luis.marinm@yahoo.es","no","si","no","no","no","no","no"
16953,"ESCUELA  ESPECIAL  N°235, `EL PRINCIPITO DE PUENTE  ALTO`","Particular Subvencionado","Centro De Capacitacion Integral Susan Angelica Rios Gonzalez Eirl",13,"PUENTE ALTO","MIGUEL  COBARRUVIAS N° 2522","2 - 27274743","susanriosg@gmail.com","no","no","no","si","no","no","no"
16954,"ESCUELA ESPECIAL DE LENGUAJE MIS PRIMEROS PASOS","Particular Subvencionado","Hermanas Alvarado Rodriguez Limitada",10,"PUERTO MONTT","MAÑIHUAL S/N ESQ. RELONCAVI, VILLA PUERTA DEL SOL","65 - 2274759","misprimerospasos01@gmail.com","no","no","no","si","no","no","no"
16956,"ESCUELA ESPECIAL N° 2451 `PUCALAN`","Particular Subvencionado","Entidad Individual Educacional Cognitiva.",13,"RENCA","AVENIDA APÓSTOL SANTIAGO N° 1921","2 - 26413804","escuelapucalan@gmail.com","no","no","no","si","no","no","no"
16957,"ESCUELA  ESPECIAL DE LENGUAJE PETRICOR","Particular Subvencionado","Sociedad Educacional Petricor Limitada",13,"RENCA","SANTA  CRUZ N° 7109","2 - 29077704","esc.danavi@gmail.com","no","no","no","si","no","no","no"
16960,"ESCUELA ESPECIAL DE LENGUAJE Y JARDIN INFANTIL CASTILLO TIA PAOLA","Particular Subvencionado","Sociedad Educacional Cuevas Y Aedo Ltda.",8,"SAN PEDRO DE LA PAZ","CARLOS PEZOA VELIZ N° 828 SAN PEDRO DE LA PAZ","41 - 2799429","admcastillotiapaola@gmail.com","no","no","no","si","no","no","no"
16961,"ESCUELA ESPECIAL DE LENGUAJE CHOL-CHOL","Particular Subvencionado","Cabrera Y Azocar Servicios Educacionales Sociedad De Responsabilidad Limitada",9,"CHOLCHOL","MANUEL MONTT N° 555","0 - 0","msazocar@gmail.com","no","no","no","si","no","no","no"
16963,"ESCUELA ESPECIAL N° 2453 `THE ALMOND SCHOOL II`","Particular Subvencionado","Marcelo Antonio Sanhueza Cisterna Servicio Educ. Eirl",13,"LA PINTANA","CALLE RIO CACHAPOAL N° 743","2 - 25451772","thealmondschool@gmail.com","no","no","no","si","no","no","no"
16964,"ESCUELA ESPECIAL DE LENGUAJE PALABRITA","Particular Subvencionado","Escuela De Lenguaje Palabrita Ltda.",5,"VALPARAÍSO","BARROS ARANA, CERRO ESPERANZA N° 329","32 - 3170049","palabrita2403@gmail.com","no","no","no","si","no","no","no"
16966,"ESCUELA ESPECIAL DIFERENCIAL FLORECER","Particular Subvencionado","Corporación Educacional Florecer",8,"TALCAHUANO","PARQUE LAS ARAUCARIAS NRO. 82 - VILLA PRESIDENTE RIOS - HIGUERAS","41 - 2135452","escuelaespecialflorecer@gmail.com","no","si","no","no","no","no","no"
16967,"COLEGIO ESPECIAL LOS ARRAYANES","Particular Subvencionado","Establecimientos Educacionales Aek Ltda.",10,"CALBUCO","YALE KM. 6 RUTA V-85 N° 6","9 - 85075059","arrayanes.aek@gmail.com","no","si","no","no","no","no","si"
16968,"ESCUELA ESPECIAL DIFERENCIAL BENDICIONES DE AMOR","Particular Subvencionado","Sociedad Educ. Centro De Estimulacion Temprana Pasito Seguro Limitada",8,"LOS ÁNGELES","AMPERES N° 1461","43 - 2544547","bendicionesdeamor@gmail.com","no","si","no","no","no","no","no"
16971,"ESCUELA  ESPECIAL N°205 ,`MI MUNDO  EN  PALABRAS`","Particular Subvencionado","Sociedad  Educacional M & H  Limitada",13,"SAN BERNARDO","BARROS  ARANA N° 787","2 - 28599518","f_hernandezlopez@hotmail.com","no","no","no","si","no","no","no"
16972,"ESCUELA ESPECIAL CREA Nº2455","Particular Subvencionado","Servicios Educacionales Claudia Araneda Alvear Eirl",13,"ESTACIÓN CENTRAL","SANTA PETRONILA N° 51","2 - 27761449","escueladelenguajecrea@gmail.com","no","no","no","si","no","no","no"
16973,"ESCUELA ESPECIAL DIFERENCIAL PALU","Particular Subvencionado","Sociedad Escuela Especial Palu Limitada.",8,"LOS ÁNGELES","TENIENTE MERINO N° 1271","43 - 2323992","escuelaespecialpalu@gmail.com","no","si","no","no","no","no","no"
16974,"ESCUELA ESPECIAL DE LENGUAJE YIREH LOS MOLLES","Particular Subvencionado","Sociedad Escuela Especial De Lenguaje Yireh Los Molles Ltda.",8,"CORONEL","LOS MOLLES - LAGUNILLAS 2 N° 768","41 - 2719335","lopezgomez2001@yahoo.com","no","no","no","si","no","no","no"
16983,"COLEGIO EL CASTILLO","Particular Subvencionado","Sociedad Educativa S & B  Limitada",11,"COYHAIQUE","LAUTARO N° 463","67 - 2211543","coeducativa2016@gmail.com","no","no","no","si","no","no","no"
16984,"ESCUELA ESPECIAL DE LENGUAJE PIMPINO","Particular Subvencionado","Soc. Educacional Vigna Limitada",5,"VILLA ALEMANA","AVDA. BERNARDO LEIGHTON  N° 1065, PARCELA FUNDO LOS ALMENDROS","32 - 2822843","jefatura.infoescuelas@gmail.com","no","no","no","si","no","no","no"
16987,"ESCUELA  ESPECIAL N° 2456 `TU  ARCOIRIS`","Particular Subvencionado","Sociedad  Educacional Castillo  Y  Olavarria Limitada",13,"LA GRANJA","AVDA.  AMERICO  VESPUCIO N° 808","2 - 22623677","escuela.tuarcoiris@gmail.com","no","no","no","si","no","no","no"
16988,"ESCUELA ESPECIAL DE LENGUAJE MAKIATO","Particular Subvencionado","Sociedad Educacional D&C Limitada.",5,"LOS ANDES","CALLE LOS AROMOS N° 2812","34 - 2412521","escuela.makiato@gmail.com","no","no","no","si","no","no","no"
16990,"ESCUELA ESPECIAL DE LENGUAJE MAGRACE","Particular Subvencionado","Sociedad Educacional Magrace Ltda.",5,"SAN FELIPE","CALLE JOAQUIN OLIVA N° 20, POBLACION YUNGAY","34 - 2292041","escuela.magrace@gmail.com","no","no","no","si","no","no","no"
16991,"ESCUELA ESPECIAL DE LENGUAJE GREEN DAY","Particular Subvencionado","Sociedad Educativa M&T Limitada",5,"LIMACHE","AVENIDA REPUBLICA N° 209","33 - 2258400","escuelagreenday@gmail.com","no","no","no","si","no","no","no"
16992,"ESC. ESP. DE LENG. TROMPITA DE COLORES","Particular Subvencionado","Paula Villegas Bustamante Sost. Educ. E.I.R.L.",5,"VALPARAÍSO","CALLE ISLA JUAN FERNANDEZ N° 981, CERRO LAS CAÑAS","32 - 2587771","trompitadecolores@gmail.com","no","no","no","si","no","no","no"
16994,"ESC.ESP.N°236 `MILLARAY DE CASAS VIEJAS`","Particular Subvencionado","Escuela De Lenguaje Millaray De Casas Viejas Spa",13,"PUENTE ALTO","CALLE LAS MADRESELVAS N° 197","0 - 0","millaraycasasviejas@gmail.com","no","no","no","si","no","no","no"
16995,"ESCUELA ESPECIAL DIVINO NIÑO JESUS","Particular Subvencionado","Establecimiento Educacional Ortiz Ormazabal",13,"COLINA","CALLE EL ALAMO N° 250-B","56 - 28445719","marialuort@gmail.com","no","no","no","si","no","no","no"
16998,"ESCUELA ESPECIAL DE LENGUAJE CONTIGO APRENDO","Particular Subvencionado","Sociedad Educacional Martinez Olate Ltda.",8,"LOS ÁNGELES","AVDA. EL PERAL N° 805","43 - 1973945","elenguajecontigoaprendo@gmail.com","no","no","no","si","no","no","no"
16999,"ESCUELA ESPECIAL DE LENGUAJE PIONEROS","Particular Subvencionado","Sociedad Educacional Pioneros Limitada",8,"CORONEL","FERNANDO SANTIVAN N° 2846 - VILLA BICENTENARIO","0 - 0","barbara.grandon@cicel.cl","no","no","no","si","no","no","no"
17001,"ESCUELA ESPECIAL DE LENGUAJE EL SOL DE QUILACO","Particular Subvencionado","Sociedad Educacional El Sol De Quilaco Ltda.",8,"QUILACO","ALCALDE SAMUEL ARTEAGA N° 448","44 - 2884654","elsoldequilaco@gmail.com","no","no","no","si","no","no","no"
17647,"TALLER DE CAPACITACIÓN LABORAL UNPADE","Particular Subvencionado","Taller De Capacitacion Laboral Los Coigues",8,"LOS ÁNGELES","CALLE SANTIAGO 850 POBLACION SANTIAGO BUERAS","43 - 2321331","unpadela@gmail.com","no","si","no","no","no","no","no"
17650,"CENTRO DE CAPACITACIÓN URCAE","Particular Subvencionado","Corporacion De Ayuda Al Limitado Visual",8,"CONCEPCIÓN","LAS HERAS N° 736","41 - 2125310","patricio.parada@coalivi.cl","no","no","si","no","no","no","no"
17699,"ESCUELA ESP.DIF.CENTRO EDUCATIVO INTEGRAL LOS NARANJOS","Particular Subvencionado","Fundacion Educacion Coanil",8,"CHILLÁN","CARDENAL CARO 778 VICENTE PEREZ ROSALES N° 778","42 - 229590","molavem@coanil.cl","no","si","no","no","no","no","no"
17704,"ESCUELA AMANDA LABARCA","Municipal Daem","Ilustre Municipalidad De Laja",8,"LAJA","LUIS CRUZ MARTINEZ N° 15","43 - 2871320","escf-1227alabarca@munilaja.cl","no","si","no","no","no","no","no"
17718,"JARDIN INFANTIL WONDERFUL WORDL","Particular Subvencionado","Servicios Educacionales Helia  Leticia Zambrano Zambrano E.I.R.L.",8,"TALCAHUANO","ANIBAL PINTO N° 505","41 - 2793660","jardinwonderful@gmail.com","no","no","no","si","no","no","no"
17732,"COLEGIO UMBRALES DEL ALBA","Particular Subvencionado","Serv. Educ.Ferreira Valenzuela Janet E.I.R.L",8,"MULCHÉN","MANUEL MONT 608","43 - 562108","hferreira19@hotmail.com","no","no","no","si","no","no","no"
17745,"COLEGIO STERNENKINDER NIÑOS DE LAS ESTRELLAS","Particular Subvencionado","Corporacion Educacional Sternenkinder Niños De Las Estrellas",8,"LOS ÁNGELES","COUNTRY SANTA ELIANA LOTE -H6 A S/N","43 - 329501","colegiosternen@yahoo.es","no","si","no","no","no","no","no"
17753,"ESCUELA DIFERENCIAL ALTO DEL REY","Particular Subvencionado","Corporación Educacional Alto Del Rey",8,"SAN PEDRO DE LA PAZ","JUPITER N° 1920 BOCA SUR VIEJO","41 - 2398183","emaesco@gmail.com","no","si","no","no","no","no","no"
17771,"ESCUELA DE TRASTORNOS DE LA COMUNICACIÓN MILLARAY","Particular Subvencionado","Centro Educacional Millaray S.A.",8,"LOS ÁNGELES","LOS CHINCOLES 750 VILLA NUEVA ESPERANZA","43 - 2319975","escuelamillaray@gmail.com","no","no","no","si","no","no","no"
17776,"ESCUELA ESPECIAL AMANECER","Particular Subvencionado","Sociedad Amanecer Ltda.",8,"LOS ÁNGELES","JOSE MIGUEL INFANTE N° 345","43 - 630920","cenamanecer@yahoo.es","no","si","no","no","no","no","no"
17781,"COLEGIO DE LENGUAJE SENDEROS DEL BIOBÍO","Particular Subvencionado","Sociedad Educacional Sendas De Chiguay. Ltda.",8,"CHIGUAYANTE","CALLE NUEVA N° 37","41 - 2979027","senderosdelbiobio@hotmail.com","no","no","no","si","no","no","no"
17784,"CENTRO DE CAPACITACIÓN Y ESTUDIOS LABORALES UNPADE","Particular Subvencionado","Union De Padres Y Amigos De Personas Con Disc",8,"CHILLÁN","MAIPON N° 150","42 - 2245778","cecel_unpade@yahoo.es","no","si","no","no","no","no","no"
17791,"CENTRO DE ATENCION INFANTIL TAMBORIN","Particular Subvencionado","Sociedad Educacional Principe Pio Ltda.",8,"LOS ÁNGELES","LOS CARRERA N° 690","43 - 315632","cai.tamborin@gmail.com","no","si","no","no","no","no","no"
17799,"ESCUELA ESPECIAL TRASTORNOS DE LA COMUNICACIÓN NAHUEL","Particular Subvencionado","Sociedad Educacional Nahuel Limitada",8,"CONCEPCIÓN","CAMILO HENRIQUEZ 790 CHILLANCITO","41 - 2383165","escuelanahuel@vtr.net","no","no","no","si","no","no","no"
17802,"INSTITUTO DOWN","Particular Subvencionado","Corporacion Educacional C.R.E.E. Down",8,"CONCEPCIÓN","CHACABUCO N° 252","41 - 2937614","corporacioncreedown@gmail.com","no","si","no","no","no","no","no"
17807,"ESCUELA DE LENGUAJE JESUS MAESTRO","Particular Subvencionado","Sociedad Educacional Alteduc Limitada",8,"NACIMIENTO","RUBEN DARIO N° 518","43 - 2512912","esc.jesusmaestro@gmail.com","no","no","no","si","no","no","no"
17809,"ESCUELA DE LENGUAJE SANTISIMA TRINIDAD","Particular Subvencionado","Sociedad Educacional Alteduc Limitada",8,"LOS ÁNGELES","PADRE HURTADO 1268","43 - 2329543","esc.santisima_trinidad@hotmail.com","no","no","no","si","no","no","no"
17816,"ESCUELA DIFERENCIAL CON TRASTORNO LENGUAJE MI VENTANA","Particular Subvencionado","Soc. Adm. De Establecimientos Educacionales L",8,"LOS ÁNGELES","ERCILLA N° 500","43 - 2328623","escuelamiventana@hotmail.com","no","no","no","si","no","no","no"
17821,"CENTRO DE LENGUAJE EL UMBRAL","Particular Subvencionado","Comercial Educando Limitada",8,"SAN PEDRO DE LA PAZ","ISABELINAS N° 16","41 - 2748587","ebeling1983@gmail.com","no","no","no","si","no","no","no"
17822,"ESC. ESP. DE TRANST. COMUN DOMINGO PARRA","Particular Subvencionado","Sociedad Domingo Parra De Coronel Spa",8,"CORONEL","FINAL LOS NOTROS PARCELA  6 LAGUNILLAS 2 S/N","41 - 2713642","lenguaje02@hotmail.com","no","no","no","si","no","no","no"
17823,"ESCUELA ESPECIAL DE LENGUAJE WENGA","Particular Subvencionado","Sociedad Escuela Especial De Lenguaje Wenga Lota Ltda.",8,"LOTA","MIRAMAR N° 70","41 - 2872408","wenga.lota@gmail.com","no","no","no","si","no","no","no"
17830,"CENTRO PSICOPEDAGÓGICO DE ESTIMULACIÓN TEMPRANA CADI","Particular Subvencionado","Sociedad Jaramillo Bustos Ltda.",8,"LOS ÁNGELES","CALLE BULNES N° 160","43 - 340591","cadis160@yahoo.es","no","si","no","no","no","no","no"
17832,"ESCUELA ESPECIAL DE TRASTORNOS DE LA COMUNICACIÓN ABRA PALABRA","Particular Subvencionado","Soc. Educ. Promocion Pedagogica Ltda.",8,"SAN PEDRO DE LA PAZ","ENRIQUE SORO N° 1844 VILLA SPRING HILL","41 - 2793891","escuelaabrapalabras@gmail.com","no","no","no","si","no","no","no"
17834,"COLEGIO SAN FERNANDO","Particular Subvencionado","Soc. Educ. Y Capac.  Rodriguez Cornejo Ltda",8,"CHILLÁN","LOS NOTROS N° 551, VILLA CUARTO CENTENARIO","42 - 2430454","msepulveda@colegiossanfernando.cl","no","no","no","si","no","no","no"
17852,"ESCUELA ESPECIAL DE LENGUAJE Y JARDÍN INFANTIL LOS ÁNGELES","Particular Subvencionado","Sociedad Educacional Seguel Y Valdivia Ltda.",8,"LOS ÁNGELES","MADRID 1230, VILLA ESPAÑA","43 - 369913","juan.seguel2006@gmail.com","no","no","no","si","no","no","no"
17860,"COLEGIO SAN LUIS","Particular Subvencionado","Sociedad Educacional Nuevas Palabras Ltda",8,"TALCAHUANO","ORELLA 52 SECTOR ARENAL","41 - 3189571","nuevaspalabras@yahoo.com","no","no","no","si","no","no","no"
17872,"ESCUELA DE LENGUAJE AMANECER","Particular Subvencionado","Escuelas Esp. Leng Amanecer Tome Ltda.",8,"TOMÉ","ENRIQUE MOLINA N° 857","41 - 2653594","mauricio_cidsoto@yahoo.es","no","no","no","si","no","no","no"
